34184995,43743149
16944973,36894734
24659062,36894734
31662197,36894734
36894734,16944973
36894734,24659062
36894734,31662197
36894734,38425376
36894734,39447986
36894734,41579831
36894734,42336751
36894734,47452074
36894734,51578767
38425376,36894734
39447986,36894734
41579831,36894734
47452074,36894734
37102803,10275838
16944973,28001358
24659062,28001358
25685209,28001358
28001358,16944973
28001358,24659062
28001358,25685209
28001358,29656281
28001358,31662197
28001358,32275095
28001358,34184995
28001358,34512686
28001358,36345129
28001358,38013440
28001358,41579831
28001358,42336751
28001358,48789900
28001358,51578767
29656281,28001358
31662197,28001358
34184995,28001358
36345129,28001358
38013440,28001358
41579831,28001358
42336751,28001358
48789900,28001358
51578767,28001358
24659062,29629817
29629817,58758
29629817,24047483
29629817,24659062
29629817,29656281
29629817,30994105
29629817,34512686
29656281,29629817
34512686,29629817
36345129,29629817
48789900,29629817
20885690,40175369
37894421,40175369
40150689,40175369
40175369,20885690
40175369,37894421
40175369,40150689
40175369,42336751
42336751,40175369
135341,31662197
143349,31662197
227178,31662197
301967,31662197
350919,31662197
409243,31662197
481211,31662197
563506,31662197
570401,31662197
666614,31662197
742813,31662197
765387,31662197
849269,31662197
860707,31662197
908080,31662197
942309,31662197
1006812,31662197
1069489,31662197
1072611,31662197
1134603,31662197
1150491,31662197
1195251,31662197
1207830,31662197
1218941,31662197
1265759,31662197
1315886,31662197
1347862,31662197
1348855,31662197
1358955,31662197
1376619,31662197
1406165,31662197
1407394,31662197
1426720,31662197
1432874,31662197
1539498,31662197
1628296,31662197
1642784,31662197
1705892,31662197
1819739,31662197
1829053,31662197
1879948,31662197
1880120,31662197
1888393,31662197
1970997,31662197
1985697,31662197
2015409,31662197
2031431,31662197
2033386,31662197
2037224,31662197
2041601,31662197
2128557,31662197
2143036,31662197
2161621,31662197
2403842,31662197
2424790,31662197
2424801,31662197
2425668,31662197
2427194,31662197
2491174,31662197
2635211,31662197
2640076,31662197
2662034,31662197
2713425,31662197
2802983,31662197
2912042,31662197
2956396,31662197
3033241,31662197
3068807,31662197
3068972,31662197
3087511,31662197
3104841,31662197
3179446,31662197
3180256,31662197
3377910,31662197
3382287,31662197
3430260,31662197
3477433,31662197
3527938,31662197
3542916,31662197
3575792,31662197
3587592,31662197
3603882,31662197
3797165,31662197
3820349,31662197
3837670,31662197
3843153,31662197
3855630,31662197
3898767,31662197
3905942,31662197
4041343,31662197
4042572,31662197
4137697,31662197
4676218,31662197
4686113,31662197
4686441,31662197
4790269,31662197
4803890,31662197
4940851,31662197
4992799,31662197
4993825,31662197
5039960,31662197
5047002,31662197
5105511,31662197
5177924,31662197
5357635,31662197
5375684,31662197
5427159,31662197
5450413,31662197
5565090,31662197
5574334,31662197
5575905,31662197
5598755,31662197
5604958,31662197
5762312,31662197
5882994,31662197
6047031,31662197
6109916,31662197
6165696,31662197
6189485,31662197
6264109,31662197
6278237,31662197
6420806,31662197
6440498,31662197
6481541,31662197
6483357,31662197
6496939,31662197
6525736,31662197
6592918,31662197
6601354,31662197
6688865,31662197
6746607,31662197
6803827,31662197
6914849,31662197
6926131,31662197
6972749,31662197
6976774,31662197
7003414,31662197
7004038,31662197
7047243,31662197
7072959,31662197
7100952,31662197
7126125,31662197
7136153,31662197
7139129,31662197
7161145,31662197
7209965,31662197
7283655,31662197
7286041,31662197
7372842,31662197
7376046,31662197
7381477,31662197
7383528,31662197
7420791,31662197
7426958,31662197
7432294,31662197
7434952,31662197
7466133,31662197
7476940,31662197
7564152,31662197
7567074,31662197
7626113,31662197
7626248,31662197
7630114,31662197
7637285,31662197
7669578,31662197
7672993,31662197
7676249,31662197
7677112,31662197
7852733,31662197
7868023,31662197
7876247,31662197
7906550,31662197
7948814,31662197
7968633,31662197
7976700,31662197
8015045,31662197
8045265,31662197
8049383,31662197
8175694,31662197
8213844,31662197
8255180,31662197
8290491,31662197
8431886,31662197
8456383,31662197
8457406,31662197
8515744,31662197
8516629,31662197
8542646,31662197
8593470,31662197
8600831,31662197
8682959,31662197
8725780,31662197
8731876,31662197
8833386,31662197
8893474,31662197
8919311,31662197
9002443,31662197
9008299,31662197
9008356,31662197
9028401,31662197
9030434,31662197
9053663,31662197
9053772,31662197
9113838,31662197
9132245,31662197
9135697,31662197
9172342,31662197
9192364,31662197
9244229,31662197
9287340,31662197
9354115,31662197
9367428,31662197
9398186,31662197
9428019,31662197
9428244,31662197
9482980,31662197
9628671,31662197
9645561,31662197
9745455,31662197
9830185,31662197
9907022,31662197
9920858,31662197
10044025,31662197
10086884,31662197
10108341,31662197
10158326,31662197
10171474,31662197
10178812,31662197
10207812,31662197
10251315,31662197
10259667,31662197
10271117,31662197
10275086,31662197
10303909,31662197
10309500,31662197
10317350,31662197
10322269,31662197
10338865,31662197
10346141,31662197
10346912,31662197
10405524,31662197
10482080,31662197
10508350,31662197
10514565,31662197
10521418,31662197
10562168,31662197
10588986,31662197
10594009,31662197
10641479,31662197
10645913,31662197
10655977,31662197
10658728,31662197
10659984,31662197
10663529,31662197
10726644,31662197
10734316,31662197
10823479,31662197
10831226,31662197
10841873,31662197
10866635,31662197
10905189,31662197
10925066,31662197
10927859,31662197
10936196,31662197
10951784,31662197
11046381,31662197
11127107,31662197
11132209,31662197
11137205,31662197
11140890,31662197
11159200,31662197
11172208,31662197
11186129,31662197
11206620,31662197
11289906,31662197
11297632,31662197
11318551,31662197
